,sentence,tokens,index
2414,"FRANKFURT (dpa-AFX) - Börsenrelevante Themen aus der ""Börsen-Zeitung"" (BöZ), ""Frankfurter Allgemeinen Zeitung"" (FAZ), der ""Süddeutschen Zeitung"" (SZ), der ""Welt"" und anderen Zeitungen:  - Ökostrom wird für die Verbraucher immer teurer, FAZ, S. 11 - Etihad und Air France-KLM schließen Bündnis, FAZ, S. 15 - US-Firmen sollen Geschäfte mit dem chinesischen Netzwerkausrüster Huawei vermeiden - Bedenken für nationale Sicherheit, SZ, S. 20 - Gespräche mit Zypern über Milliardenhilfen sind in einer Sackgasse, Welt, S. 9 - BMW rechnet mit Absatzrekord bei Motorrädern, Interview mit BMW-Motorrad-Chef Stephan Schaller, Welt am Sonntag - Nicolas Berggruen gibt Bekenntnis zu Karstadt ab, Interview, WAZ - ZF will Zahl seiner Zulieferer von 3.500 auf 2.000 verringern, Automobil Produktion - VW will verstärkt auf Autos mit Erdgasantrieben setzen, Interview mit VW-Chef Martin Winterkorn, Westfalen-Blatt - Opel-Vertriebsvorstand: China-Markt hat für uns keine Priorität, Interview mit Alfred E. Rieck, Autogazette.de - Nokia verliert weiter an Boden, Focus - Freenet-Chef: Kein Zeitdruck bei Zusammenschluss mit Drillisch, Interview mit Paschalis Choulidis, Welt am Sonntag - Telekom und 1&1 wollen Gespräche über Konditionen bei De-Mail-Dienst, Interview mit 1&1-Manager Jan Oetjen, Wirtschaftswoche - Facebook will Kreditlinie halbieren, verschiedene US-Medien - Mischkonzern Freudenberg kauft 50 Prozent von Schneegans, Heilbronner Stimme - Bundesregierung strebt neues Steuerabkommen mit Singapur an, Bild-Zeitung - Porzellan-Hersteller KPM will schwarze Zahlen schreiben, Interview mit Alleininhaber Jörg Woltmann,Tagesspiegel - Flughafen-Debakel - Grüne befürchten Gegenwind aus Brüssel, Berliner Morgenpost, Sonntagsausgabe - Bundesbauten werden 240 Millionen Euro teurer, Rheinische Post - Rösler: Echtzeit-Infos über Benzinpreise kommen ins Netz, Interview mit Bundeswirtschaftsminister Philipp Rösler, Bild am Sonntag - Umfrage: Mehrheit akzeptiert niedrigeres Rentenniveau, Focus - Streit zwischen Hessen und NRW um Millionen-Bußgelder von Banken, Spiegel - Klage gegen Länderfinanzausgleich - Bayern beauftragt Experten,  Spiegel - BDI: Industrie braucht stärkere Rolle bei Krisen-Bewältigung, Interview mit BDI-Hauptgeschäftsführer Markus Kerber, Deutsche Wirtschafts-Nachrichten - Asmussen: Inflation in Eurozone sinkt 2013 unter zwei Prozent, Interview mit EZB-Direktor Jörg Asmussen, Bild am Sonntag - Unmut in der CDU über Sozialpolitik - Kritik an von der Leyen, Interview mit Karl-Josef Laumann, Vorsitzender des CDU-Arbeitnehmerflügels, Focus - Beck sieht noch Kompromisschance bei Steuerabkommen mit Schweiz, Interview, Focus - Milliardenüberschuss bei Bundesarbeitsagentur - Kritik an Einsparung, Bild-Zeitung, Samstagsausgabe - Griechische Politiker im Visier der Steuerfahndung, Kathimerini - Charité will neue Finanzstruktur für Krankenhäuser, Interview mit Wirtschaftswoche Finanzchef Matthias Scheller - Asmussen: EZB braucht deutlich mehr Frauen in Führungspositionen, Interview mit EZB-Direktoriumsmitglieds Jörg Asmussen, Bild am Sonntag  /mne/jke/kja","['frankfurt', 'dpaafx', 'borsenrelevant', 'them', 'borsenzeit', 'boz', 'frankfurt', 'allgemein', 'zeitung', 'faz', 'suddeutsch', 'zeitung', 'sz', 'welt', 'zeitung', 'okostrom', 'verbrauch', 'imm', 'teur', 'faz', 's', 'etihad', 'air', 'franceklm', 'schliess', 'bundnis', 'faz', 's', 'usfirm', 'soll', 'geschaft', 'chines', 'netzwerkausrust', 'huawei', 'vermeid', 'bedenk', 'national', 'sich', 'sz', 's', 'gesprach', 'zyp', 'milliardenhilf', 'sackgass', 'welt', 's', 'bmw', 'rechnet', 'absatzrekord', 'motorrad', 'interview', 'bmwmotorradchef', 'stephan', 'schall', 'welt', 'sonntag', 'nicolas', 'berggru', 'gibt', 'bekenntnis', 'karstadt', 'ab', 'interview', 'waz', 'zf', 'zahl', 'zulief', 'verring', 'automobil', 'produktion', 'vw', 'verstarkt', 'autos', 'erdgasantrieb', 'setz', 'interview', 'vwchef', 'martin', 'winterkorn', 'westfalenblatt', 'opelvertriebsvorstand', 'chinamarkt', 'kein', 'prioritat', 'interview', 'alfred', 'e', 'rieck', 'autogazetted', 'nokia', 'verliert', 'bod', 'focus', 'freenetchef', 'kein', 'zeitdruck', 'zusammenschluss', 'drillisch', 'interview', 'paschalis', 'choulidis', 'welt', 'sonntag', 'telekom', 'gesprach', 'kondition', 'demaildien', 'interview', 'manag', 'jan', 'oetj', 'wirtschaftswoch', 'facebook', 'kreditlini', 'halbi', 'verschied', 'usmedi', 'mischkonz', 'freudenberg', 'kauft', 'prozent', 'schneegan', 'heilbronn', 'stimm', 'bundesregier', 'strebt', 'neu', 'steuerabkomm', 'singapur', 'bildzeit', 'porzellanherstell', 'kpm', 'schwarz', 'zahl', 'schreib', 'interview', 'alleininhab', 'jorg', 'woltmanntagesspiegel', 'flughafendebakel', 'grun', 'befurcht', 'gegenwind', 'brussel', 'berlin', 'morgenpost', 'sonntagsausgab', 'bundesbaut', 'million', 'euro', 'teur', 'rheinisch', 'post', 'rosl', 'echtzeitinfos', 'benzinpreis', 'komm', 'netz', 'interview', 'bundeswirtschaftsminist', 'philipp', 'rosl', 'bild', 'sonntag', 'umfrag', 'mehrheit', 'akzeptiert', 'niedrig', 'rentenniveau', 'focus', 'streit', 'hess', 'nrw', 'millionenbussgeld', 'bank', 'spiegel', 'klag', 'landerfinanzausgleich', 'bay', 'beauftragt', 'expert', 'spiegel', 'bdi', 'industri', 'braucht', 'stark', 'roll', 'krisenbewalt', 'interview', 'bdihauptgeschaftsfuhr', 'markus', 'kerb', 'deutsch', 'wirtschaftsnachricht', 'asmuss', 'inflation', 'eurozon', 'sinkt', 'zwei', 'prozent', 'interview', 'ezbdirektor', 'jorg', 'asmuss', 'bild', 'sonntag', 'unmut', 'cdu', 'sozialpolit', 'kritik', 'ley', 'interview', 'karljosef', 'laumann', 'vorsitz', 'cduarbeitnehmerflugel', 'focus', 'beck', 'sieht', 'kompromisschanc', 'steuerabkomm', 'schweiz', 'interview', 'focus', 'milliardenuberschuss', 'bundesarbeitsagentur', 'kritik', 'einspar', 'bildzeit', 'samstagsausgab', 'griechisch', 'polit', 'visi', 'steuerfahnd', 'kathimerini', 'charité', 'neu', 'finanzstruktur', 'krankenhaus', 'interview', 'wirtschaftswoch', 'finanzchef', 'matthias', 'schell', 'asmuss', 'ezb', 'braucht', 'deutlich', 'mehr', 'frau', 'fuhrungsposition', 'interview', 'ezbdirektoriumsmitglied', 'jorg', 'asmuss', 'bild', 'sonntag', 'mnejkekja']",676037
2415,Asmussen: Inflation in Eurozone sinkt 2013 unter zwei Prozent      BERLIN  - EZB-Direktor Jörg Asmussen sieht trotz der anhaltenden Schuldenkrise keine Inflationsgefahr für die Eurozone.,"['asmuss', 'inflation', 'eurozon', 'sinkt', 'zwei', 'prozent', 'berlin', 'ezbdirektor', 'jorg', 'asmuss', 'sieht', 'trotz', 'anhalt', 'schuldenkris', 'kein', 'inflationsgefahr', 'eurozon']",676057
2416,"Nach unseren Prognosen wird bereits im nächsten Jahr die Inflation wieder unter die 2-Prozent-Marke sinken"", sagte Asmussen der ""Bild am Sonntag"".","['prognos', 'bereit', 'nach', 'jahr', 'inflation', 'prozentmark', 'sink', 'sagt', 'asmuss', 'bild', 'sonntag']",676057
2417,Asmussen: Inflation in Eurozone sinkt 2013 unter zwei Prozent      BERLIN  - EZB-Direktor Jörg Asmussen sieht trotz der anhaltenden Schuldenkrise keine Inflationsgefahr für die Eurozone.,"['asmuss', 'inflation', 'eurozon', 'sinkt', 'zwei', 'prozent', 'berlin', 'ezbdirektor', 'jorg', 'asmuss', 'sieht', 'trotz', 'anhalt', 'schuldenkris', 'kein', 'inflationsgefahr', 'eurozon']",676111
2418,"Nach unseren Prognosen wird bereits im nächsten Jahr die Inflation wieder unter die 2-Prozent-Marke sinken"", sagte Asmussen der ""Bild am Sonntag"".","['prognos', 'bereit', 'nach', 'jahr', 'inflation', 'prozentmark', 'sink', 'sagt', 'asmuss', 'bild', 'sonntag']",676111
2419,"Regling nahm zudem die Europäische Zentralbank (EZB) gegen Vorwürfe aus Deutschland in Schutz, sie lasse Inflation zu.","['regling', 'nahm', 'zud', 'europa', 'zentralbank', 'ezb', 'vorwurf', 'deutschland', 'schutz', 'lass', 'inflation']",676540
2420,TOKIO (dpa-AFX) - Auf dem Weg zu einer nachhaltigen Staatsverschuldung im Euroraum ist Inflation aus Sicht von EZB-Direktor Jörg Asmussen tabu.,"['tokio', 'dpaafx', 'nachhalt', 'staatsverschuld', 'euroraum', 'inflation', 'sicht', 'ezbdirektor', 'jorg', 'asmuss', 'tabu']",677041
2421,EZB-Direktor Asmussen: 'Weginflationierung' von Staatsschulden keine Option      TOKIO  - Auf dem Weg zu einer nachhaltigen Staatsverschuldung im Euroraum ist Inflation aus Sicht von EZB-Direktor Jörg Asmussen tabu.,"['ezbdirektor', 'asmuss', 'weginflationier', 'staatsschuld', 'kein', 'option', 'tokio', 'nachhalt', 'staatsverschuld', 'euroraum', 'inflation', 'sicht', 'ezbdirektor', 'jorg', 'asmuss', 'tabu']",677069
2422,"Asmussen stellte zugleich klar, dass es für die EZB keine Option sei, die Last der Staatsschulden im Euro-Raum durch Inflation zu verringern.","['asmuss', 'stellt', 'zugleich', 'klar', 'ezb', 'kein', 'option', 'sei', 'last', 'staatsschuld', 'euroraum', 'inflation', 'verring']",677083
2423,BERLIN (dpa-AFX) - Das von der Europäischen Zentralbank (EZB) aufgelegte Anleihekaufprogramm (OMT) wird nach Einschätzung von Notenbankchef Mario Draghi nicht zu Inflation führen.,"['berlin', 'dpaafx', 'europa', 'zentralbank', 'ezb', 'aufgelegt', 'anleihekaufprogramm', 'omt', 'einschatz', 'notenbankchef', 'mario', 'draghi', 'nicht', 'inflation', 'fuhr']",679271
2424,Die EZB sieht Preisstabilität bei einer Inflationsrate von knapp zwei Prozent als gewährleistet an./jsl/hbr,"['ezb', 'sieht', 'preisstabilitat', 'inflationsrat', 'knapp', 'zwei', 'prozent', 'gewahrleistet', 'anjslhbr']",679271
2425,"Draghi versicherte, dass die Maßnahmen nicht zu Inflation führen.","['draghi', 'versichert', 'massnahm', 'nicht', 'inflation', 'fuhr']",679325
2426,"In einer Sitzung des Haushalts-, Finanz- und Europa-Ausschusses wies der Chef der Europäischen Zentralbank am Mittwoch in Berlin Befürchtungen vor eine stärkeren Inflation zurück.","['sitzung', 'haushalt', 'finanz', 'europaausschuss', 'wies', 'chef', 'europa', 'zentralbank', 'mittwoch', 'berlin', 'befurcht', 'stark', 'inflation', 'zuruck']",679331
2427,"Von Inflation oder Geldentwertung in Deutschland könne, so Asmussen, auch deshalb keine Rede sein, weil die Inflationserwartungen im Euroraum solide verankert seien.","['inflation', 'geldentwert', 'deutschland', 'konn', 'asmuss', 'deshalb', 'kein', 'red', 'inflationserwart', 'euroraum', 'solid', 'verankert', 'seien']",679727
2428,"Umfragedaten der EZB zufolge werde in den nächsten zwölf Monaten eine Inflationsrate von 1,91 Prozent für Deutschland erwartet.","['umfragedat', 'ezb', 'zufolg', 'nach', 'zwolf', 'monat', 'inflationsrat', 'prozent', 'deutschland', 'erwartet']",679727
2429,Die Europäische Zentralbank (EZB) sieht ein stabiles Preisniveau bei einer Jahresteuerung von knapp unter 2 Prozent.,"['europa', 'zentralbank', 'ezb', 'sieht', 'stabil', 'preisniveau', 'jahresteuer', 'knapp', 'prozent']",680147
2430,"Das wird die EZB noch sehr lange zu einer sehr expansiven Geldpolitik zwingen, was langfristig zu einer deutlich höheren Inflation führt.""","['ezb', 'lang', 'expansiv', 'geldpolit', 'zwing', 'langfrist', 'deutlich', 'hoh', 'inflation', 'fuhrt']",682120
2431,^ Weitere Meldungen:  - ROUNDUP 2: Munich Re setzt trotz 'Sandy' Gewinnziel herauf - ROUNDUP/Befreiungsschlag: ThyssenKrupp darf Edelstahlgeschäft verkaufen - ROUNDUP: Klöckner & Co (Klöco) weiter in roten Zahlen - Sparprogramm ausgeweitet - ROUNDUP 2: Digitalgeschäft sichert Wachstumskurs von Axel Springer - ROUNDUP: Hochtief wieder mit schwarzen Zahlen - Ausblick teilweise erhöht - ROUNDUP 2: Symrise bleibt trotz Euro-Krise auf Wachstumskurs - Prognose steht - ROUNDUP 2: Kuka mit Gewinnsprung trotz Autokrise - Großauftrag von VW - ROUNDUP: Krise drückt ElringKlinger auf Gewinn - Hoffnung durch Zukäufe - ROUNDUP: Eurokrise drückt bei Brenntag auf Wachstumstempo - Ausblick gesenkt - ROUNDUP: Telefonica bestätigt nach solidem Quartal Prognose - Verschuldung sinkt - ROUNDUP: BNP Paribas dank EZB wieder erstarkt - Gute Kapitalausstattung - ROUNDUP: ING greift erneut zu Rotstift - Weitere 2.350 Stellen fallen weg - Siemens-Konkurrent Alstom mit dickem Auftragsbuch - Gewinn und Umsatz steigen - GESAMT-ROUNDUP: Fernsehen füllt US-Medienmultis die Kasse - ROUNDUP: AT&T steckt Milliarden in Breitbandnetze und erhöht Dividende - ROUNDUP: Morphosys senkt Ausblick - Weniger Verlust im dritten Quartal - Veolia mit hohem Gewinnrückgang - ROUNDUP: Vestas mit Verlust statt Erholung - Käufer für Anteil gesucht - HeidelbergCement-Konkurrent Holcim kann mit Preiserhöhungen Gewinn steigern - ROUNDUP: Heidelberger Druck trotz roter Zahlen zuversichtlich - Barry Callebaut verkauft mehr Schokolade als erwartet - Weiter zuversichtlich - Börsengang von Peach Property verzögert sich°     /he   Kundenhinweis: ROUNDUP: Sie lesen im Unternehmens-Überblick eine Zusammenfassung.,"['weit', 'meldung', 'roundup', 'munich', 're', 'setzt', 'trotz', 'sandy', 'gewinnziel', 'herauf', 'roundupbefreiungsschlag', 'thyssenkrupp', 'darf', 'edelstahlgeschaft', 'verkauf', 'roundup', 'klockn', 'co', 'kloco', 'rot', 'zahl', 'sparprogramm', 'ausgeweitet', 'roundup', 'digitalgeschaft', 'sichert', 'wachstumskur', 'axel', 'spring', 'roundup', 'hochtief', 'schwarz', 'zahl', 'ausblick', 'teilweis', 'erhoht', 'roundup', 'symris', 'bleibt', 'trotz', 'eurokris', 'wachstumskur', 'prognos', 'steht', 'roundup', 'kuka', 'gewinnspr', 'trotz', 'autokris', 'grossauftrag', 'vw', 'roundup', 'kris', 'druckt', 'elringkling', 'gewinn', 'hoffnung', 'zukauf', 'roundup', 'eurokris', 'druckt', 'brenntag', 'wachstumstempo', 'ausblick', 'gesenkt', 'roundup', 'telefonica', 'bestatigt', 'solid', 'quartal', 'prognos', 'verschuld', 'sinkt', 'roundup', 'bnp', 'paribas', 'dank', 'ezb', 'erstarkt', 'gut', 'kapitalausstatt', 'roundup', 'ing', 'greift', 'erneut', 'rotstift', 'weit', 'stell', 'fall', 'siemenskonkurrent', 'alstom', 'dick', 'auftragsbuch', 'gewinn', 'umsatz', 'steig', 'gesamtroundup', 'fernseh', 'fullt', 'usmedienmultis', 'kass', 'roundup', 'att', 'steckt', 'milliard', 'breitbandnetz', 'erhoht', 'divid', 'roundup', 'morphosys', 'senkt', 'ausblick', 'wenig', 'verlust', 'dritt', 'quartal', 'veolia', 'hoh', 'gewinnruckgang', 'roundup', 'vestas', 'verlust', 'statt', 'erhol', 'kauf', 'anteil', 'gesucht', 'heidelbergcementkonkurrent', 'holcim', 'preiserhoh', 'gewinn', 'steig', 'roundup', 'heidelberg', 'druck', 'trotz', 'rot', 'zahl', 'zuversicht', 'barry', 'callebaut', 'verkauft', 'mehr', 'schokolad', 'erwartet', 'zuversicht', 'borsengang', 'peach', 'property', 'verzogert', 'sich°', 'he', 'kundenhinweis', 'roundup', 'les', 'unternehmensuberblick', 'zusammenfass']",682213
2432,Die Inflationsrate dürfte im kommenden Jahr unter die von der EZB angepeilte Grenze von knapp zwei Prozent sinken.,"['inflationsrat', 'durft', 'kommend', 'jahr', 'ezb', 'angepeilt', 'grenz', 'knapp', 'zwei', 'prozent', 'sink']",682477
2433,EZB-Präsident Mario Draghi erwartet im kommenden Jahr ein weiter schwaches Wirtschaftswachstum und eine Inflationsrate von unter 2 Prozent.,"['ezbprasident', 'mario', 'draghi', 'erwartet', 'kommend', 'jahr', 'schwach', 'wirtschaftswachstum', 'inflationsrat', 'prozent']",682493
2434,"Aus Sicht vieler Kritiker nimmt die EZB als eigentliche Hüterin der Geldwertstabilität damit eine steigende Inflation in Kauf, um die politischen Maßnahmen zur Stabilisierung Europas zu unterstützen.","['sicht', 'viel', 'kritik', 'nimmt', 'ezb', 'eigent', 'huterin', 'geldwertstabilitat', 'steigend', 'inflation', 'kauf', 'polit', 'massnahm', 'stabilisier', 'europas', 'unterstutz']",684106
2435,"""Steigt zum Beispiel die Inflation, müsste die EZB die Zinsen erhöhen und den Banken Liquidität entziehen.","['steigt', 'beispiel', 'inflation', 'musst', 'ezb', 'zins', 'erhoh', 'bank', 'liquiditat', 'entzieh']",685485
2436,"""Steigt zum Beispiel die Inflation, müsste die EZB die Zinsen erhöhen und den Banken Liquidität entziehen.","['steigt', 'beispiel', 'inflation', 'musst', 'ezb', 'zins', 'erhoh', 'bank', 'liquiditat', 'entzieh']",685592
2437,Mit dem jüngsten Rückgang nähert sich die Inflation wieder dem Zielwert der Europäischen Zentralbank (EZB).,"['jung', 'ruckgang', 'nahert', 'inflation', 'zielwert', 'europa', 'zentralbank', 'ezb']",686866
2438,"Auf dieser werde die EZB die jüngsten Inflations- und Wachstumsprognosen abgeben, die am Aktienmarkt für Impulse sorgen könnten.","['ezb', 'jung', 'inflation', 'wachstumsprognos', 'abgeb', 'aktienmarkt', 'impuls', 'sorg', 'konnt']",687946
2439,Auf dieser gibt die EZB auch ihre jüngsten Inflations- und Wachstumsprognosen ab.,"['gibt', 'ezb', 'jung', 'inflation', 'wachstumsprognos', 'ab']",687969
2440,Auf dieser gibt die EZB auch ihre jüngsten Inflations- und Wachstumsprognosen ab.,"['gibt', 'ezb', 'jung', 'inflation', 'wachstumsprognos', 'ab']",687972
2441,Auf dieser gibt die EZB auch ihre jüngsten Inflations- und Wachstumsprognosen ab.,"['gibt', 'ezb', 'jung', 'inflation', 'wachstumsprognos', 'ab']",687994
2442,Auf dieser gibt die EZB auch ihre jüngsten Inflations- und Wachstumsprognosen ab.,"['gibt', 'ezb', 'jung', 'inflation', 'wachstumsprognos', 'ab']",688024
2443,Dezember 2012  EZB lässt Zinsen wie erwartet unverändert  Inflation soll 2013 auf unter zwei Prozent fallen - DAX behauptet 7500 Punkte  Die Europäische Zentralbank hat den Leitzins für die Eurozone auf ihrer heutigen Sitzung wie erwartet unverändert gelassen.,"['dezemb', 'ezb', 'lasst', 'zins', 'erwartet', 'unverandert', 'inflation', 'zwei', 'prozent', 'fall', 'dax', 'behauptet', 'punkt', 'europa', 'zentralbank', 'leitzin', 'eurozon', 'heutig', 'sitzung', 'erwartet', 'unverandert', 'gelass']",688165
2444,Die Inflationsrate dürfte im kommenden Jahr nach Einschätzung der EZB wieder unter die Marke von zwei Prozent fallen.,"['inflationsrat', 'durft', 'kommend', 'jahr', 'einschatz', 'ezb', 'mark', 'zwei', 'prozent', 'fall']",688180
2445,Die jüngste Korrektur der Inflations- und Wachstumsprojektionen der Europäischen Zentralbank (EZB) trübte die Stimmung an den Aktienmärkten nicht ein.,"['jung', 'korrektur', 'inflation', 'wachstumsprojektion', 'europa', 'zentralbank', 'ezb', 'trubt', 'stimmung', 'aktienmarkt', 'nicht']",688186
2446,Dieser harmonisierte Verbraucherpreisindex (HVPI) dient europäischen Vergleichszwecken und liegt der Geldpolitik der Europäischen Zentralbank (EZB) zugrunde./bgf/fbr,"['harmonisiert', 'verbraucherpreisindex', 'hvpi', 'dient', 'europa', 'vergleichszweck', 'liegt', 'geldpolit', 'europa', 'zentralbank', 'ezb', 'zugrundebgffbr']",688254
2447,"Nach einem Anstieg des HVPI um 2,5% (2012) wird sich die Inflation in den Jahren 2013 und 2014 im Bereich des von der EZB angestrebten Preisstabilitätsziels von knapp unter 2% bewegen (2013: 1,7%; 2014: 1,6%).","['anstieg', 'hvpi', 'inflation', 'jahr', 'bereich', 'ezb', 'angestrebt', 'preisstabilitatsziel', 'knapp', 'beweg']",688276
2448,"FRANKFURT (dpa-AFX) - Börsenrelevante Themen aus der ""Financial Times"" (FT), dem ""Handelsblatt"" (HB) und dem ""Wall Street Journal Europe"" (WSJE):  - Kreise: UBS muss mit über 450 Millionen Euro Libor-Strafe rechnen, HB, S. 4 - Bundeswirtschaftsminister Philipp Rösler lehnt Umweltminister Peter Altmaiers Reformpläne für Klimapolitik ab, HB, S. 6 - Koalition korrigiert Mietrecht - Länder dürfen Steigerungen deckeln, HB, S. 7 - Ifo-Chef Hans-Werner Sinn: Speziell Deutschland muss mit Inflation rechnen; Kritik an EZB, Interview, HB, S. 8 - Europäische Industrieminister fordern Erneuerung der Industriepolitik, HB, S. 10 - Bahn muss Alternativen zu Stuttgart 21 prüfen, HB, S. 16 - Vertriebspartner stoppt Vermarktung von Flexstrom, HB, S. 17 - Volkswagens Luxustochter Bentley soll Absatz bis 2018 verdoppeln, HB, S. 22 - Barkleys will 2.000 Stellen im Investmentbanking streichen, WSJE, S. 1 - Credit Agricole denkt über weiteren Stellenabbau nach, WSJE, S. 23 - Mittal-Chef Lakshmi Mittal: US-Industrie könnte von fallenden Energiepreisen profitieren, Interview, FT, S. 15 - BP wieder im Bieterkreis für Ölförderung in Abu Dhabi, FT, S. 16  /mmb/fbr","['frankfurt', 'dpaafx', 'borsenrelevant', 'them', 'financial', 'tim', 'ft', 'handelsblatt', 'hb', 'wall', 'street', 'journal', 'europ', 'wsje', 'kreis', 'ubs', 'million', 'euro', 'liborstraf', 'rechn', 'hb', 's', 'bundeswirtschaftsminist', 'philipp', 'rosl', 'lehnt', 'umweltminist', 'pet', 'altmai', 'reformplan', 'klimapolit', 'ab', 'hb', 's', 'koalition', 'korrigiert', 'mietrecht', 'land', 'durf', 'steiger', 'deckeln', 'hb', 's', 'ifochef', 'hanswern', 'sinn', 'speziell', 'deutschland', 'inflation', 'rechn', 'kritik', 'ezb', 'interview', 'hb', 's', 'europa', 'industrieminist', 'ford', 'erneuer', 'industriepolit', 'hb', 's', 'bahn', 'alternativ', 'stuttgart', 'pruf', 'hb', 's', 'vertriebspartn', 'stoppt', 'vermarkt', 'flexstrom', 'hb', 's', 'volkswag', 'luxustocht', 'bentley', 'absatz', 'verdoppeln', 'hb', 's', 'barkleys', 'stell', 'investmentbanking', 'streich', 'wsje', 's', 'credit', 'agricol', 'denkt', 'weit', 'stellenabbau', 'wsje', 's', 'mittalchef', 'lakshmi', 'mittal', 'usindustri', 'fallend', 'energiepreis', 'profiti', 'interview', 'ft', 's', 'bp', 'bieterkreis', 'olforder', 'abu', 'dhabi', 'ft', 's', 'mmbfbr']",689330
